Date,Type,Registration,Operator,Fatalities,Location,Latitude,Longitude
04-MAR-2013,Fokker 50,9Q-CBD,04-MAR-2013,7,Goma Airport...,-1.6648635,29.2381116
06-MAR-2013,Beech B200 King Air,OB-1992-P,06-MAR-2013,9,near Pias Airport,-7.9202414,-77.5241114
07-MAR-2013,Boeing 757-232,N698DL,07-MAR-2013,0,Atlanta-Will...,41.44503,-87.97866
08-MAR-2013,Beech 1900C-1,N116AX,08-MAR-2013,2,near Dillingham M...,59.0397222,-158.4575
17-MAR-2013,Hawker Beech 390 Premier IA,N26DK,17-MAR-2013,2,near South Bend R...,41.6833813,-86.2500066
23-MAR-2013,Antonov An-2R,RA-02203,23-MAR-2013,1,"near Vostochnaya,...",55.035954,83.430832
27-MAR-2013,DHC-6 Twin Otter 300,C-FOPN,27-MAR-2013,0,St. Anthony ...,51.3729299,-55.6078909
29-MAR-2013,Airbus A321-111,SX-BHS,29-MAR-2013,0,Lyon Saint-E...,33.7418696,-117.8467172
05-APR-2013,Airbus A321-231,N560UW,05-APR-2013,0,Las Vegas-Mc...,37.6602419,-1.6922378
23-APR-2013,BAe-125 CC3 (HS-125-700),ZD704,23-APR-2013,0,Kandahar Air...,31.5124803,65.8643602
27-APR-2013,Beech MC-12W Liberty,09-0676,27-APR-2013,4,near Kandahar Air...,31.6222846,65.7046004
29-APR-2013,Boeing 747-428BCF,N949CA,29-APR-2013,7,Bagram Air B...,34.9399083,69.2686001
30-APR-2013,Beech 300 Super King Air,XC-LMV,30-APR-2013,6,near Zacatecas-La...,-29.9610134,-71.3006371
01-MAY-2013,DC-9-82 (MD-82),N7518A,01-MAY-2013,0,Dallas/Fort ...,32.7453157,-97.3278313
01-MAY-2013,Airbus A330-343X,LN-RKO,01-MAY-2013,0,Newark-Liber...,49.92415,14.48062
01-MAY-2013,Embraer EMB-145LR (ERJ-145LR),N17560,01-MAY-2013,0,Newark-Liber...,49.92415,14.48062
03-MAY-2013,Boeing KC-135R,63-8877,03-MAY-2013,3,near Chaldovar,42.8216249,73.5292134
05-MAY-2013,Learjet 60,N119FD,05-MAY-2013,2,near Valencia-Art...,39.4797148,-0.382696
05-MAY-2013,DHC-6 Twin Otter 300,C-GKBO,05-MAY-2013,0,northeast co...,38.7251776,-105.6077167
10-MAY-2013,Antonov An-2R,YR-LRA,10-MAY-2013,0,Strehaia,44.6230405,23.1957462
10-MAY-2013,CASA/Nurtanio NC-212 Aviocar,PK-TLG,10-MAY-2013,0,near Ternate,45.7822863,8.6903182
13-MAY-2013,Learjet 35A,N22MS,13-MAY-2013,0,McMinnville ...,45.2100367,-123.194463
16-MAY-2013,Harbin Yunshuji Y-12 II,B-3801,16-MAY-2013,0,near Shenyang-Tao...,41.7925021,123.3875203
16-MAY-2013,Xian MA60,XY-AIQ,16-MAY-2013,0,Mong Hsat Ai...,20.535314,99.256089
18-MAY-2013,DHC-8-102 Dash 8,N934HA,18-MAY-2013,0,Newark-Liber...,49.92415,14.48062
18-MAY-2013,Cessna 500 Citation I,PT-LPZ,18-MAY-2013,0,São Paulo-Ca...,-23.5503898,-46.633081
24-MAY-2013,Boeing 777-340ER,AP-BID,24-MAY-2013,0,London-Stans...,51.5578059,0.1507945
24-MAY-2013,Airbus A319-131,G-EUOE,24-MAY-2013,0,London-Heath...,51.5075914,-0.3412784
26-MAY-2013,Boeing KC-137E (707-324C),2404,26-MAY-2013,0,Port-au-Prin...,46.2217,-0.6363
26-MAY-2013,Bombardier DHC-8-402Q Dash 8,C-GLQO,26-MAY-2013,0,Sault Ste. M...,44.0917841,5.4087081
??-MAY-2013,Lockheed C-130H Hercules,T.10-02,??-MAY-2013,0,unknown,6.4025899,43.398382
02-JUN-2013,Airbus A320-214,RP-C3266,02-JUN-2013,0,Davao City-F...,7.0644123,125.6090916
07-JUN-2013,Embraer EMB-145LI (ERJ-145LI),B-3052,07-JUN-2013,0,Shanghai-Hon...,22.2816959,114.2156499
07-JUN-2013,Beech B200GT King Air,N510LD,07-JUN-2013,1,near Baton Rouge ...,30.4459596,-91.18738
08-JUN-2013,Cessna 208B Super Cargomaster,C-FZDN,08-JUN-2013,0,near Cookstown Ai...,54.6436734,-6.7416008
10-JUN-2013,Xian MA60,PK-MZO,10-JUN-2013,0,Kupang-El Ta...,7.4135,146.16988
10-JUN-2013,Xian MA60,XY-AIP,10-JUN-2013,0,Kawthaung Ai...,9.9781142,98.5520893
10-JUN-2013,Cessna 208 Caravan I,TT-BAU,10-JUN-2013,1,near N'Gaoundéré ...,7.3211962,13.5877302
10-JUN-2013,Beech 100 King Air,C-GJSU,10-JUN-2013,0,near Saint-Mathie...,45.248039,7.5720732
11-JUN-2013,Beech A100 King Air,C-FDOY,11-JUN-2013,0,Kapuskasing ...,49.416667,-82.433333
13-JUN-2013,MD-88,N995DL,13-JUN-2013,0,Nashville In...,36.1333039,-86.8189576
13-JUN-2013,Airbus A319-111,RP-C3197,13-JUN-2013,0,Manila-Ninoy...,14.5121499,121.0220184
16-JUN-2013,Bombardier Global 5000,M-YSAI,16-JUN-2013,0,Singapore-Se...,1.3337787,104.0078922
18-JUN-2013,IAI 1124 Westwind,N112EM,18-JUN-2013,0,Cincinnati M...,39.1014537,-84.5124602
28-JUN-2013,Antonov An-2,RF-00408,28-JUN-2013,0,near Nekrasovka,44.7467074,33.6917416
28-JUN-2013,Antonov An-2R,UP-A0190,28-JUN-2013,1,"near Terenozek, K...",45.048653,64.983948
29-JUN-2013,Embraer EMB-110P1 Bandeirante,ZS-NVB,29-JUN-2013,2,near Francistown ...,-21.16636,27.502515
03-JUL-2013,Canadair CL-415,C-FIZU,03-JUL-2013,0,Moosehead La...,44.9494622,-62.2583496
05-JUL-2013,Rockwell Sabreliner 65,XB-RSC,05-JUL-2013,0,Las Vegas-Mc...,37.6602419,-1.6922378
06-JUL-2013,Boeing 777-28EER,HL7742,06-JUL-2013,3,San Francisc...,-20.0992289,-45.296651
12-JUL-2013,Boeing 787-8,ET-AOP,12-JUL-2013,0,London-Heath...,51.5075914,-0.3412784
15-JUL-2013,Cessna 208B Grand Caravan,8R-AMS,15-JUL-2013,0,near Matthews Rid...,-34.3574537,142.1331368
15-JUL-2013,Antonov An-2R,UP-A0126,15-JUL-2013,0,Shieli distr...,-33.3903266,-70.5464595
19-JUL-2013,BN-2A-21 Islander,HP-1338MF,19-JUL-2013,0,"Isla Perico,...",13.3805856,-87.858348
21-JUL-2013,Sukhoi Superjet 100-95,97005,21-JUL-2013,0,Keflavík Int...,66.03169,60.16594
21-JUL-2013,Antonov An-2R,UR-ART,21-JUL-2013,0,"Pyatikhatki,...",48.4172487,33.6806648
22-JUL-2013,Boeing 737-7H4 (WL),N753SW,22-JUL-2013,0,New York-La ...,40.7127281,-74.0060152
25-JUL-2013,Canadair Challenger 601,N163WG,25-JUL-2013,0,unknown,6.4025899,43.398382
29-JUL-2013,Saab 340B,UR-ARO,29-JUL-2013,0,Lubumbashi I...,-11.7155791,27.4655786
05-AUG-2013,Embraer Phenom 300,N327FL,05-AUG-2013,0,Minneapolis-...,44.9772995,-93.2654692
06-AUG-2013,Shijiazhuang Y-5B,B-8473,06-AUG-2013,1,Danfeng County,33.7042605,110.4272323
06-AUG-2013,Fokker 50,ST-ARG,06-AUG-2013,0,Khartoum-Civ...,50.45466,30.5238
09-AUG-2013,Antonov An-12B,1513,09-AUG-2013,4,Mogadishu In...,2.0349312,45.3419183
10-AUG-2013,Antonov An-2T,D-FWJC,10-AUG-2013,0,Bienenfarm A...,52.6635968,12.7353599
10-AUG-2013,Airbus A320-232,VH-VGR,10-AUG-2013,0,Melbourne-Tu...,49.8657267,2.5189676
10-AUG-2013,Boeing 737-8FE (WL),VH-YID,10-AUG-2013,0,Melbourne-Tu...,49.8657267,2.5189676
14-AUG-2013,Airbus A300F4-622R,N155UP,14-AUG-2013,2,near Birmingham-S...,52.4420169,-1.9377696
16-AUG-2013,Antonov An-2TP,RA-01419,16-AUG-2013,0,near Vilyuisk,63.74683,121.63339
19-AUG-2013,Douglas DC-3C,C-GWIR,19-AUG-2013,0,Yellowknife ...,62.4540807,-114.377385
20-AUG-2013,Swearingen SA227-DC Metro 23,CP-2655,20-AUG-2013,0,Sucre-Juana ...,-19.0128356,-65.2875565
22-AUG-2013,Beech B200C Super King Air,5H-TZW,22-AUG-2013,0,Lake Manyara,-3.6222096,35.8064883
22-AUG-2013,DHC-3T Vazar Turbine Otter,C-FSGD,22-AUG-2013,1,near Ivanhoe Lake...,-37.768844,145.0455919
22-AUG-2013,BN-2B-27 Islander,XC-FEE,22-AUG-2013,0,near Purisima del...,14.5510288,121.0032695
01-SEP-2013,Beech 1900D,N169GL,01-SEP-2013,0,Telluride Ai...,42.5365869,-111.7799521
08-SEP-2013,Airbus A330-321,HS-TEF,08-SEP-2013,0,Bangkok-Suva...,-18.14161,178.44149
08-SEP-2013,Learjet 35A,XA-DAZ,08-SEP-2013,0,Hermosillo-G...,29.0948207,-110.9692202
09-SEP-2013,Dornier 228-202K,CC-CNW,09-SEP-2013,2,near Viña del Mar...,-33.0422645,-71.547998
17-SEP-2013,ATR 72-202,EC-LNP,17-SEP-2013,0,Ouagadougou ...,12.3681873,-1.5270944
18-SEP-2013,Antonov An-2R,RA-33017,18-SEP-2013,0,near Nyagan,62.1445646,65.4349289
25-SEP-2013,Cessna 208B Grand Caravan,C-FEXV,25-SEP-2013,1,"Hudson Bay, ON",41.5328281,-85.0810793
27-SEP-2013,Boeing 747-428(M),9M-ACM,27-SEP-2013,0,Nouakchott-O...,18.0792379,-15.9780071
29-SEP-2013,Cessna 525A CitationJet CJ2,N194SJ,29-SEP-2013,4,Santa Monica...,34.0194704,-118.4912273
03-OCT-2013,Embraer EMB-120RT Brasilia,5N-BJY,03-OCT-2013,16,Lagos-Murtal...,47.16964,14.66469
05-OCT-2013,DHC-8-202,N356PH,05-OCT-2013,4,"Acandí, Choc...",8.5112502,-77.2769694
06-OCT-2013,Saab 340B,HS-GBG,06-OCT-2013,0,Udon Thani A...,17.5211917,102.6680012
06-OCT-2013,BN-2A-8 Islander,N909GD,06-OCT-2013,1,near Cayo Luis Peña,18.30541,-65.3328844
06-OCT-2013,Antonov An-2,RA-31505,06-OCT-2013,0,"Sevryukova, ...",50.6194,36.77116
07-OCT-2013,Airbus A330-301,RP-C3336,07-OCT-2013,0,Manila-Ninoy...,14.5121499,121.0220184
12-OCT-2013,Cessna 525A CitationJet CJ2+,N368PK,12-OCT-2013,0,near Lincoln Muni...,48.0948298,11.5888178
15-OCT-2013,Embraer Phenom 100,N610AS,15-OCT-2013,0,Wichita-Colo...,39.5724864,-106.1280771
18-OCT-2013,Cessna 500 Citation I,N610ED,18-OCT-2013,2,"near Derby, KS",37.5455735,-97.2689331
26-OCT-2013,Antonov An-2,unreg.,26-OCT-2013,2,"Tayozhny, Kr...",36.5,127.75
??-OCT-2013,Embraer EMB-110P Bandeirante,CU-T1552,??-OCT-2013,0,Havana-José ...,23.1277793,-82.3820445
03-NOV-2013,Swearingen SA227-AC Metro III,CP-2754,03-NOV-2013,8,Riberalta Ai...,-10.997338,-66.0751504
03-NOV-2013,BN-2B-21 Islander,G-CIAS,03-NOV-2013,0,Devil's Hole...,-36.8816646,149.6511137
04-NOV-2013,Hawker Siddeley DH-125-400A,XB-MGM,04-NOV-2013,0,"near Buena Vista,...",33.207172,-87.520198
07-NOV-2013,Boeing 737-7Q8 (WL),LV-CYO,07-NOV-2013,0,Buenos Aires...,-34.6075682,-58.4370894
07-NOV-2013,Embraer ERJ-190,LV-CIE,07-NOV-2013,0,Buenos Aires...,-34.6075682,-58.4370894
15-NOV-2013,Embraer ERJ-190,LV-CKZ,15-NOV-2013,0,Buenos Aires...,-34.6075682,-58.4370894
17-NOV-2013,Antonov An-2R,9Q-CFT,17-NOV-2013,0,"Kamako, West...",10.1130233,-10.4053183
24-NOV-2013,MD-11F,D-ALCE,24-NOV-2013,0,São Paulo/Ca...,-23.5503898,-46.633081
24-NOV-2013,DHC-8-102,N808EX,24-NOV-2013,0,near Philadelphia...,53.392312,-1.4820974
25-NOV-2013,Cessna 208B Grand Caravan,P2-SAH,25-NOV-2013,3,Kibeni,56.9390019,24.3354146
25-NOV-2013,Douglas C-118A Liftmaster (DC-6A),N100CE,25-NOV-2013,0,"Nuiqsut, AK",70.2184286,-150.991424
29-NOV-2013,Embraer ERJ-190,C9-EMC,29-NOV-2013,33,Bwabwata Nat...,-5.795,-35.20944
29-NOV-2013,Cessna 208B Grand Caravan,N12373,29-NOV-2013,4,near Saint Mary's...,27.235518,-98.1427173
30-NOV-2013,Learjet 35A,(N175BA),30-NOV-2013,0,near San Fernando...,-1.2713803,-78.7463198
02-DEC-2013,Swearingen SA227-AC Metro III,N831BC,02-DEC-2013,2,"near La Alianza, ...",8.2280057,-72.4434654
02-DEC-2013,Cessna 560 Citation Encore,N810QS,02-DEC-2013,0,"near Walton, IN",41.899852,-87.628453
03-DEC-2013,Airbus A320-214,HB-IJB,03-DEC-2013,0,London-Heath...,51.5075914,-0.3412784
10-DEC-2013,Gulfstream G550,HZ-A6,10-DEC-2013,0,London-Stans...,51.5578059,0.1507945
10-DEC-2013,Fokker F-27 Friendship 400M,FAB-90,10-DEC-2013,0,Guayaramerín...,-10.818915,-65.3550455
13-DEC-2013,Boeing 757-2B7 (WL),N202UW,13-DEC-2013,0,Amsterdam-Sc...,-26.9059577,-49.0880211
13-DEC-2013,Boeing 737-8K2 (WL),PH-BXZ,13-DEC-2013,0,Amsterdam-Sc...,-26.9059577,-49.0880211
19-DEC-2013,Boeing 737-58E,ST-NVG,19-DEC-2013,0,Juba Airport...,4.873847,31.5987319
22-DEC-2013,Boeing 747-436,G-BNLL,22-DEC-2013,0,Johannesburg...,-26.205,28.049722
24-DEC-2013,Airbus A330-343X,G-VNYC,24-DEC-2013,0,Saint Lucia-...,13.8250489,-60.975036
31-DEC-2013,Cessna 525A CitationJet CJ2+,N380CR,31-DEC-2013,0,"near Coventry, Wa...",41.5711334,-90.5113498
03-JAN-2014,Boeing 737-8H4 (WL),N8327A,03-JAN-2014,0.0,Las Vegas-Mc...,37.6602419,-1.6922378
05-JAN-2014,Canadair Challenger 601-3R,N115WF,05-JAN-2014,1.0,Aspen-Pitkin...,39.1911128,-106.8235606
05-JAN-2014,Airbus A320-231,VT-ESH,05-JAN-2014,0.0,Jaipur Inter...,27.1363235,77.7803888
07-JAN-2014,Fokker 50,C5-SSA,07-JAN-2014,0.0,Aweil Airport,8.7938928,27.367967
08-JAN-2014,Saab 340A,C-FPAI,08-JAN-2014,0.0,Stephenville...,32.2191836,-98.2130634
12-JAN-2014,Cessna 501 Citation I/SP,N452TS,12-JAN-2014,4.0,near Trier-Föhren...,49.8593089,6.7678265
14-JAN-2014,Gulfstream G200,N720QS,14-JAN-2014,0.0,"near Savannah, GA",9.7568312,-2.4962
18-JAN-2014,Cessna 208B Grand Caravan,8R-GHS,18-JAN-2014,2.0,near Olive Creek,36.0891484,-86.6541693
20-JAN-2014,BN-2A-27 Islander,YR-BNP,20-JAN-2014,2.0,"near Petreasa, Alba",46.5356098,22.9427729
20-JAN-2014,Antonov An-28,UP-A2805,20-JAN-2014,0.0,near Addis Ababa-...,9.0107934,38.7612525
29-JAN-2014,DHC-8-202Q Dash 8,OY-GRI,29-JAN-2014,0.0,Ilulissat Ai...,69.2197127,-51.0986385
31-JAN-2014,MD-88,N921DL,31-JAN-2014,0.0,Atlanta-Will...,41.44503,-87.97866
01-FEB-2014,Boeing 737-9GPER (WL),PK-LFH,01-FEB-2014,0.0,Surabaya-Jua...,15.5307,73.95047
03-FEB-2014,Cessna 525 CitationJet,N61YP,03-FEB-2014,0.0,Elk City-Reg...,38.11047,15.66129
04-FEB-2014,Xian MA60,B-3455,04-FEB-2014,0.0,Zhengzhou-Xi...,34.7487244,113.6191483
07-FEB-2014,Boeing 737-86J (WL),TC-CCP,07-FEB-2014,0.0,Istanbul-Sab...,17.6452107,-63.2204007
10-FEB-2014,Cessna 208B Grand Caravan,ZS-EPZ,10-FEB-2014,0.0,Mala Mala Ai...,-3.4285999,120.9001152
11-FEB-2014,Lockheed C-130H-30 Hercules,7T-WHM,11-FEB-2014,76.0,near Aïn Kercha,35.9233662,6.7022898
14-FEB-2014,Hawker Siddeley HS-125-F400A,VP-BKK,14-FEB-2014,0.0,Bournemouth ...,50.7194784,-1.8767712
15-FEB-2014,Lockheed P-3C Orion,159329,15-FEB-2014,0.0,Atsugi NAS (...,25.05823,-77.34306
15-FEB-2014,Lockheed P-3C Orion,159503,15-FEB-2014,0.0,Atsugi NAS (...,25.05823,-77.34306
15-FEB-2014,Lockheed P-3C Orion,161338,15-FEB-2014,0.0,Atsugi NAS (...,25.05823,-77.34306
15-FEB-2014,Cessna 501 Citation I/SP,C-GKPC,15-FEB-2014,0.0,Stella Maris...,13.0463984,80.253536
15-FEB-2014,Lockheed P-3C Orion,160283,15-FEB-2014,0.0,Atsugi NAS (...,25.05823,-77.34306
15-FEB-2014,Lockheed OP-3C Orion,9133,15-FEB-2014,0.0,Atsugi NAS (...,25.05823,-77.34306
15-FEB-2014,Lockheed P-3C Orion,5026,15-FEB-2014,0.0,Atsugi NAS (...,25.05823,-77.34306
15-FEB-2014,Lockheed P-3C Orion,5049,15-FEB-2014,0.0,Atsugi NAS (...,25.05823,-77.34306
16-FEB-2014,DHC-6 Twin Otter 300,9N-ABB,16-FEB-2014,18.0,near Sandhikhark,27.97764,83.12977
17-FEB-2014,Boeing 767-3BGER,ET-AMF,17-FEB-2014,0.0,Genève-Coint...,45.4557657,4.9115184
20-FEB-2014,ATR 72-212A (ATR 72-600),VH-FVR,20-FEB-2014,0.0,"near Sydney, NSW",-33.8548157,151.2164539
21-FEB-2014,Antonov An-26,5A-DOW,21-FEB-2014,11.0,near Grombalia,36.5983742,10.4990595
22-FEB-2014,Boeing 737-86N (WL),OK-TVT,22-FEB-2014,0.0,Terceira-Laj...,-27.81611,-50.32611
27-FEB-2014,Boeing 737-36Q (WL),C-GICN,27-FEB-2014,0.0,Winnipeg-Jam...,45.00929,21.39727
02-MAR-2014,Antonov An-26,1177,02-MAR-2014,0.0,near Hadhramaut,16.0,49.0
03-MAR-2014,Dassault Falcon 20E,EP-FIC,03-MAR-2014,4.0,near Kish Island ...,39.7809198,47.0262262
08-MAR-2014,Boeing 777-2H6ER,9M-MRO,08-MAR-2014,239.0,within Indian Ocean,-10.0,70.0
09-MAR-2014,ATR 42-300,C-FJYV,09-MAR-2014,0.0,Churchill Ai...,53.5451726,-113.4917682
13-MAR-2014,Airbus A320-214,N113UW,13-MAR-2014,0.0,Philadelphia...,39.9527237,-75.1635262
16-MAR-2014,Cessna 500 Citation I,N125DS,16-MAR-2014,0.0,Zephyrhills ...,28.2336196,-82.1811947
26-MAR-2014,ATR 72-212A (ATR 72-600),9M-LMH,26-MAR-2014,0.0,near Kuala Lumpur...,3.1516964,101.6942371
27-MAR-2014,Beech B200 King Air,VT-HRA,27-MAR-2014,0.0,Chandigarh A...,30.7334421,76.7797143
28-MAR-2014,Fokker 100,PR-OAF,28-MAR-2014,0.0,Brasília-Jus...,-22.7700212,-43.4344219
08-APR-2014,Cessna 208B Grand Caravan,N126AR,08-APR-2014,2.0,"near Bethel, AK",60.7922222,-161.7558333
10-APR-2014,Learjet 25D,PT-OHD,10-APR-2014,0.0,within Venezuela,8.0,-66.0
14-APR-2014,Airbus A320-232,XY-AGT,14-APR-2014,0.0,Yangon-Minga...,48.13743,11.57549
14-APR-2014,Airbus A319-112,XY-AGR,14-APR-2014,0.0,Yangon-Minga...,48.13743,11.57549
25-APR-2014,Antonov An-2,UR-ABAB,25-APR-2014,0.0,Kramatorsk A...,48.7389415,37.5843812
29-APR-2014,Boeing 737-476 (SF),EI-STD,29-APR-2014,0.0,East Midland...,32.0111672,-102.0592464
29-APR-2014,DHC-8-402Q Dash 8,5N-BPT,29-APR-2014,0.0,Lagos-Murtal...,47.16964,14.66469
08-MAY-2014,Douglas DC-3C,HK-4700,08-MAY-2014,5.0,near San Vicente ...,7.1118162,125.6215939
09-MAY-2014,Antonov An-2T,RF-00446,09-MAY-2014,0.0,"Terbuny, Lip...",52.146828,38.278389
09-MAY-2014,Cessna 525C Citation CJ4,N718MV,09-MAY-2014,0.0,Columbus-Ric...,37.55376,-77.46026
10-MAY-2014,Fokker 100,5N-SIK,10-MAY-2014,0.0,Ganla,25.5114041,107.5633625
12-MAY-2014,Harbin Yunshuji Y-12 II,KAF124,12-MAY-2014,1.0,El Wak,11.5903,8.36002
17-MAY-2014,Antonov An-74TK-300,RDPL-34020,17-MAY-2014,16.0,near Xieng Khouan...,20.35203,100.089733
19-MAY-2014,Beech 200 Super King Air,,19-MAY-2014,0.0,southern Apu...,60.5226016,24.7688602
22-MAY-2014,Cessna 525 CitationJet CJ1,N203BG,22-MAY-2014,0.0,Mount Airy/S...,40.0640001,-75.1865661
27-MAY-2014,Antonov An-74T-200,15-2254,27-MAY-2014,0.0,Yazd Airport...,31.9016504,54.2821722
28-MAY-2014,Beech 300 Super King Air,,28-MAY-2014,0.0,"near Bruzual, Apure",8.0504876,-69.3317471
30-MAY-2014,DHC-3T Texas Turbine Otter,N3125N,30-MAY-2014,0.0,"near Homer, AK",59.6440876,-151.5401477
30-MAY-2014,Hawker Siddeley HS-748,C-FFFS,30-MAY-2014,0.0,Pickle Lake ...,51.4621301,-90.2266865
31-MAY-2014,Gulfstream G-IV,N121JM,31-MAY-2014,7.0,Bedford-Hans...,49.10928,4.74892
02-JUN-2014,Beech B200 King Air,PNC-0225,02-JUN-2014,0.0,near Bahía Solano...,6.2245644,-77.4034389
02-JUN-2014,Swearingen SA226-AT Merlin IV,N120SC,02-JUN-2014,0.0,Dayton-Mark ...,39.3005546,-119.5444582
06-JUN-2014,Antonov An-30B,80 yellow,06-JUN-2014,5.0,near Drobyshevo,54.204464,61.666393
06-JUN-2014,BAe-125-700A,N770PJ ?,06-JUN-2014,,Apure,7.166667,-68.833333
07-JUN-2014,Antonov An-2,RF-02883,07-JUN-2014,1.0,"near Rybinsk, Yar...",58.050373,38.834637
11-JUN-2014,ATR 72-212A (ATR 72-600),PK-WGK,11-JUN-2014,0.0,Surabaya-Jua...,15.5307,73.95047
13-JUN-2014,Airbus A310-304,EP-MNX,13-JUN-2014,0,Tehran-Imam ...,35.4164412,51.1449319
17-JUN-2014,Cessna 208 Caravan I,3006,17-JUN-2014,3,"near Lydenburg, M...",-25.099437,30.458881
18-JUN-2014,IAI 1124A Westwind II,N793BG,18-JUN-2014,3,Huntsville I...,34.6557406,-86.5419689
19-JUN-2014,Cessna 208B Grand Caravan,N208SM,19-JUN-2014,0,"near Egegik, AK",58.236242,-157.4831198
23-JUN-2014,Learjet 35A,D-CGFI,23-JUN-2014,2,near Olsberg-Elpe,51.2757902,8.4477031
28-JUN-2014,Boeing 737-8AS (WL),EI-DLJ,28-JUN-2014,0,London-Stans...,51.5578059,0.1507945
28-JUN-2014,Boeing 737-8AS (WL),EI-ENL,28-JUN-2014,0,London-Stans...,51.5578059,0.1507945
02-JUL-2014,Fokker 50,5Y-CET,02-JUL-2014,4,near Nairobi-Jomo...,-1.3168547,36.9290491
06-JUL-2014,BN-2A Islander,9Q-CYA,06-JUL-2014,0,near Chirundu,-16.0481341,28.8629758
06-JUL-2014,BN-2A-26 Islander,8R-GGY,06-JUL-2014,0,Monkey Mount...,-14.7069529,-75.138813
10-JUL-2014,ATR 72-212A (ATR 72-500),5H-PWA,10-JUL-2014,0,Kilimanjaro ...,-3.0764084,37.3539987
14-JUL-2014,Antonov An-26,19 blue,14-JUL-2014,2,near Izvaryne,48.2857545,39.891271
16-JUL-2014,Canadair CRJ-200ER,N845AS,16-JUL-2014,0,Atlanta-Will...,41.44503,-87.97866
17-JUL-2014,Boeing 777-2H6ER,9M-MRD,17-JUL-2014,298,Hrabove,48.1482659,38.6482653
17-JUL-2014,Antonov An-2T,UR-BNK,17-JUL-2014,0,Tarasovka Ai...,50.3445563,30.302683
20-JUL-2014,ATR 72-212,S2-AFN,20-JUL-2014,0,Cox's Bazar ...,21.1658718,92.0399642
22-JUL-2014,Embraer EMB-110P1 Bandeirante,CX-MAS,22-JUL-2014,0,Montevideo-C...,-34.0518598,18.6153451
24-JUL-2014,DC-9-83 (MD-83),EC-LTV,24-JUL-2014,116,near Gossi,15.8179118,-1.3094536
25-JUL-2014,DHC-6 Twin Otter 300,N190GC,25-JUL-2014,0,Boulder City...,35.9787638,-114.8337739
29-JUL-2014,Boeing 737-8AS (WL),EI-EFB,29-JUL-2014,0,London-Stans...,51.5578059,0.1507945
29-JUL-2014,Boeing 757-222,N553UA,29-JUL-2014,0,San Diego In...,29.2701667,-111.285
06-AUG-2014,Antonov An-2R,RA-17890,06-AUG-2014,0,"near Prototskiye,...",45.519165,38.077221
09-AUG-2014,Canadair CRJ-900ER,N943LR,09-AUG-2014,0,San Antonio ...,29.4246002,-98.4951405
13-AUG-2014,Cessna 560XLS+ Citation XLS+,PR-AFA,13-AUG-2014,7,"Santos, SP",-3.4954993,-42.5618541
15-AUG-2014,BAe 3102 Jetstream 31,G-GAVA,15-AUG-2014,0,Doncaster/Sh...,53.5227681,-1.1335312
26-AUG-2014,Cessna 208B Grand Caravan,EJC-1137,26-AUG-2014,0,"near Mercaderes, ...",1.7984873,-77.1610748
30-AUG-2014,Antonov An-12BK,UR-DWF,30-AUG-2014,7,near Tamanrasset ...,22.7854543,5.5324465
06-SEP-2014,Fokker 50,5Y-BYE,06-SEP-2014,0,Mogadishu In...,2.0349312,45.3419183
09-SEP-2014,Beech 200C Super King Air,F-GRSO,09-SEP-2014,0,Nouméa-La To...,-22.2745264,166.442419
12-SEP-2014,Cessna 500 Citation I,N18FM,12-SEP-2014,0,Athens Munic...,48.13743,11.57549
14-SEP-2014,Beech 300LW Super King Air,LV-WLT,14-SEP-2014,2,"Nordelta, BA",-34.4143804,-58.6494578
17-SEP-2014,Dornier Do-128-G92 Turbo Skyservant,,17-SEP-2014,0,near Varrelbusch ...,52.8922337,8.0080707
19-SEP-2014,Embraer Phenom 300,N322QS,19-SEP-2014,0,Conroe-Lone ...,30.2104347,-95.4675519
20-SEP-2014,DHC-6 Twin Otter 300,P2-KSF,20-SEP-2014,4,near Port Moresby...,-9.4743301,147.1599504
20-SEP-2014,Antonov An-32RE,K2757,20-SEP-2014,0,Chandigarh A...,30.7334421,76.7797143
28-SEP-2014,DHC-6 Twin Otter 300,C-GKSN,28-SEP-2014,0,La Tabatière...,50.8337972,-58.9687809
28-SEP-2014,PADC/BN-2A-26 Islander,N906GD,28-SEP-2014,0,Ceiba-Jose A...,20.0438373,-75.8158984
01-OCT-2014,Embraer ERJ-190,PH-EZV,01-OCT-2014,0,Amsterdam-Sc...,-26.9059577,-49.0880211
05-OCT-2014,Embraer EMB-145LR (ERJ-145LR),N572RP,05-OCT-2014,0,New York-Joh...,43.5639104,-76.1176258
05-OCT-2014,Airbus A340-212,JY-AID,05-OCT-2014,0,New York-Joh...,43.5639104,-76.1176258
12-OCT-2014,BAe 3101 Jetstream 31,HI816,12-OCT-2014,0,Punta Cana I...,18.556551,-68.3691611
16-OCT-2014,Beech 200 Super King Air,YVO107,16-OCT-2014,0,Los Roques A...,28.2200849,-16.4143282
19-OCT-2014,Grumman American G-1159 Gulfstream,XB-NKS,19-OCT-2014,,near Calabozo,-5.0579113,-78.8226342
20-OCT-2014,Dornier 328-110,D-CPWF,20-OCT-2014,0,Braunschweig...,52.2646577,10.5236066
22-OCT-2014,Boeing 757-232 (WL),N67171,22-OCT-2014,0,Minneapolis-...,44.9772995,-93.2654692
